claim_id,anchor,unit_type,ordinal,doc_line,sha1,cls,cases,merge_group,canonical,merged_into,exclusion_reason,rule,note,text
C-bedrock-guardrails-metrics-trow-001,bedrock-guardrails-metrics,trow,1,674,7aee78963394a0c81433ab6bb77f7588101aa0a8,O,F7-3,,,,,TYPE:bedrock-guardrails-metrics/trow,cells=3,**Invocations** || Number of guardrail API requests || Volume tracking
C-bedrock-guardrails-metrics-trow-002,bedrock-guardrails-metrics,trow,2,675,6e4fad5fe75239fb6ce3dd76db06333b5c041367,O,F7-3,,,,,TYPE:bedrock-guardrails-metrics/trow,cells=3,**InvocationLatency** || Latency of guardrail evaluation (ApplyGuardrail operation) || Guardrail overhead for standalone calls
C-bedrock-guardrails-metrics-trow-003,bedrock-guardrails-metrics,trow,3,676,1b8f0c288942edf53a5be065c393819e45a09963,O,F7-3,,,,,TYPE:bedrock-guardrails-metrics/trow,cells=3,**InvocationsIntervened** || Invocations where the guardrail took action || Block/mask rate
C-bedrock-guardrails-metrics-trow-004,bedrock-guardrails-metrics,trow,4,677,8b5be02f7ea968d963114f3e6eabe7ba6a378fa7,O,F10-2 F7-3,,,,,OVERRIDE:C-bedrock-guardrails-metrics-trow-004,cells=3,**TextUnitCount** || Text units processed || Cost tracking (billing is per text unit)
C-bedrock-guardrails-metrics-trow-005,bedrock-guardrails-metrics,trow,5,678,4a1bd3a95cd2046e143e5b6efc0906686922fa88,O,F7-3,,,,,TYPE:bedrock-guardrails-metrics/trow,cells=3,**InvocationClientErrors** || Client-side errors || Error rate monitoring
C-bedrock-guardrails-metrics-trow-006,bedrock-guardrails-metrics,trow,6,679,11ae4504b6012d10098e66300a73bf2dde7b7443,O,F7-3,,,,,TYPE:bedrock-guardrails-metrics/trow,cells=3,**InvocationServerErrors** || Server-side errors || Availability monitoring
C-bedrock-guardrails-metrics-trow-007,bedrock-guardrails-metrics,trow,7,680,6964703ce575b4a36a19a6e22e008fb7d77c2c31,O,F7-3,,,,,TYPE:bedrock-guardrails-metrics/trow,cells=3,**InvocationThrottles** || Throttled requests || Capacity planning
C-bedrock-guardrails-metrics-prose-003,bedrock-guardrails-metrics,prose,3,682,f99d8d308d7777cb94102caafb19e8420dc458ce,O,F7-3 F6-5,,,,,OVERRIDE:C-bedrock-guardrails-metrics-prose-003,,"For guardrail overhead inside a model invocation (Converse/InvokeModel with `guardrailConfiguration`), use the `invocationMetrics.guardrailProcessingLatency` field from the invocation trace — there is no CloudWatch metric for per-invocation guardrail overhead."
C-bedrock-runtime-metrics-thead-001,bedrock-runtime-metrics,thead,1,686,39c9d29489a5ede42d7f36c00dfb52ec40d7875b,D,,,,,"Table header row — column labels, not a proposition. The claims live in the body rows.",TYPE:*/thead,cells=3,**Metric** || **Description** || **Use**
C-bedrock-runtime-metrics-trow-001,bedrock-runtime-metrics,trow,1,688,37d57bb2b0b3fade364d0573f6a15d6fc0906bd3,O,F7-2,,,,,TYPE:bedrock-runtime-metrics/trow,cells=3,**InvocationLatency** || Full inference request time || Model inference duration
C-bedrock-runtime-metrics-trow-002,bedrock-runtime-metrics,trow,2,689,fd767209a0fc31548d3606b82ece9adad4629c6c,O,F7-2,,,,,TYPE:bedrock-runtime-metrics/trow,cells=3,"**OutputTokensPerSecond (OTPS)** || Token generation throughput. Note: OTPS is a metric-math expression, not a published metric — `OTPS = OutputTokenCount / (InvocationLatency − TimeToFirstToken) × 1000` — and requires TimeToFirstToken, which is published only for streaming operations (ConverseStream / InvokeModelWithResponseStream) || Distinguish model-side throughput degradation from longer outputs"
C-agentcore-runtime-session-metrics-thead-001,agentcore-runtime-session-metrics,thead,1,693,39c9d29489a5ede42d7f36c00dfb52ec40d7875b,D,,,,,"Table header row — column labels, not a proposition. The claims live in the body rows.",TYPE:*/thead,cells=3,**Metric** || **Description** || **Use**
C-agentcore-runtime-session-metrics-trow-001,agentcore-runtime-session-metrics,trow,1,695,933b107bffcc99706eddba326094f9b63c0d2cf1,O,F7-2,,,,,TYPE:agentcore-runtime-session-metrics/trow,cells=3,**Session latency** || End-to-end session duration || Total user-perceived latency
C-agentcore-runtime-session-metrics-trow-002,agentcore-runtime-session-metrics,trow,2,696,4f8239b311007615f2188e494476d009155eb739,O,F7-2,,,,,TYPE:agentcore-runtime-session-metrics/trow,cells=3,**Token usage** || Tokens consumed per session || Cost tracking
C-agentcore-runtime-session-metrics-trow-003,agentcore-runtime-session-metrics,trow,3,697,33b6a2ea39fb7cef5053de145545112cacf08385,O,F7-2,,,,,TYPE:agentcore-runtime-session-metrics/trow,cells=3,**Error rates** || Failures per session || Reliability monitoring
C-s6-3-prose-002,s6-3,prose,2,701,fa36fbde40a8e3d911ed33847f5e60efcf402591,D,,,,,"Cross-reference to the hop numbering defined in 2.1. A pointer to the document's own convention carries no independent truth value. What span names actually appear IS tested, by F7-4 over aws/spans.",TYPE:s6-3/prose,,Hop labels follow the normative numbering in Section 2.1.
C-s6-3-quote-001,s6-3,quote,1,703,982b9e046e0e37690a9c62077bce58ae6cb37cf1,O,F7-4,,,,,TYPE:s6-3/quote,,"Note: the span names below (`policy.guardrails.input`, `bedrock.invoke_model`, …) are **illustrative**, not AWS-emitted names. Officially documented: policy spans are written to the `aws/spans` log group with operations such as AuthorizeAction. Verify actual span naming in your environment via CloudWatch Transaction Search before building dashboards on it."
C-s6-3-mermaid-001,s6-3,mermaid,1,705,43a785e1424b6f2a11362b7133ffa6c280f091f3,O,F7-4,,,,,TYPE:s6-3/mermaid,,User Request
C-s6-3-mermaid-002,s6-3,mermaid,2,705,fe8fe2e25c4f9607932e19cead304cadd443f24d,O,F7-4,,,,,TYPE:s6-3/mermaid,,Span: gateway.request
C-s6-3-mermaid-003,s6-3,mermaid,3,705,4df14311f3a72ec37036e4a4f107b165c3426d20,O,F7-4,,,,,TYPE:s6-3/mermaid,,Span: policy.guardrails.input (Gateway Guardrail — Input) <b>Hop #1</b> — Duration: Xms
C-s6-3-mermaid-004,s6-3,mermaid,4,705,e4d5d4b01870a125b28cf88be767c0826f31f663,O,F7-4,,,,,TYPE:s6-3/mermaid,,Span: agent.session
C-s6-3-mermaid-005,s6-3,mermaid,5,705,aeb1309ce70713db27f0285fd868a7846e07482e,O,F7-4,,,,,TYPE:s6-3/mermaid,,Span: bedrock.guardrails.input (Bedrock Guardrail — Input) <b>Hop #2</b> — Duration: Xms
C-s6-3-mermaid-006,s6-3,mermaid,6,705,6a53d2f19aa727f683834987350b4c5a4b406cda,O,F7-4,,,,,TYPE:s6-3/mermaid,,Span: bedrock.invoke_model (Model Inference) <b>Hop #3</b> — Duration: Xms
C-s6-3-mermaid-007,s6-3,mermaid,7,705,9ea293778597c552c00482bedb49853893a7c3cf,O,F7-4,,,,,TYPE:s6-3/mermaid,,Span: gateway.tool_call[0]
C-s6-3-mermaid-008,s6-3,mermaid,8,705,451be0e278d2e03951251781daff0b3585b89dfc,O,F7-4,,,,,TYPE:s6-3/mermaid,,Span: policy.cedar.eval <b>Hop #4</b> — Duration: Xms
C-s6-3-mermaid-009,s6-3,mermaid,9,705,4655a6ec9fe6c4b889eee1adfbb6becf63dc7c4d,O,F7-4,,,,,TYPE:s6-3/mermaid,,Span: policy.guardrails.tool <b>Hop #5</b> — Duration: Xms
C-s6-3-mermaid-010,s6-3,mermaid,10,705,b41f7fa70ec2a0bd96859c3480eb929e3d222dbc,O,F7-4,,,,,TYPE:s6-3/mermaid,,Span: tool.execution Duration: Xms
C-s6-3-mermaid-011,s6-3,mermaid,11,705,2e1968bfc71745194c6e00d64689795d45fa0145,O,F7-4,,,,,TYPE:s6-3/mermaid,,Span: policy.guardrails.resp <b>Hop #5b</b> — Duration: Xms
C-s6-3-mermaid-012,s6-3,mermaid,12,705,92d0e86fcfbe9bd07c201557d26d6398dc58c77d,O,F7-4,,,,,TYPE:s6-3/mermaid,,Span: bedrock.guardrails.output (Bedrock Guardrail — Output) <b>Hop #6</b> — Duration: Xms
C-s6-3-mermaid-013,s6-3,mermaid,13,705,35f638b6f77401768c9a15e8e7270eebfefb1998,O,F7-4,,,,,TYPE:s6-3/mermaid,,End-to-End Duration: Total Xms
C-s6-4-thead-001,s6-4,thead,1,723,19fc4ea203ad4fdb143e14e56b1bc8e014e07e97,D,,,,,"Table header row — column labels, not a proposition. The claims live in the body rows.",TYPE:*/thead,cells=3,**Alert** || **Condition** || **Action**
C-s6-4-trow-001,s6-4,trow,1,725,4e27e0a534a2b0d22f88e32ca59dada201bba90e,O,F7-6 F7-1,,,,,TYPE:s6-4/trow,cells=3,Gateway guardrail latency spike || Latency > P99 + 50% || Investigate guardrail configuration complexity
C-s6-4-trow-002,s6-4,trow,2,726,8df1e18f42ba78b7b552f80e69b038e65d706c9d,O,F7-6 F7-1,,,,,TYPE:s6-4/trow,cells=3,Bedrock guardrail latency spike || InvocationLatency > P99 + 50% || Check for increased input size or throttling
C-s6-4-trow-003,s6-4,trow,3,727,e62b8a20d569234dc08d979a86fd85bf5aadaf98,O,F7-6 F7-1,,,,,TYPE:s6-4/trow,cells=3,End-to-end session latency || Total duration > SLA threshold || Identify bottleneck hop via traces
C-s6-4-trow-004,s6-4,trow,4,728,43f3471992cea32bc25e2219d2e68ceae15f26b6,E,F9-3 F7-3,,,,,OVERRIDE:C-s6-4-trow-004,cells=3,Guardrail throttling || InvocationThrottles > 0 || Request quota increase or reduce call volume
C-s6-4-trow-005,s6-4,trow,5,729,50bdf324a86f20c1e25042486e70935d5a8c0571,O,F7-6 F7-1,,,,,TYPE:s6-4/trow,cells=3,High rejection rate || Block rate > 20% in 5 min || Investigate potential attack or misconfigured threshold
C-s6-4-trow-006,s6-4,trow,6,730,2a2e2f239586558b3c023811e3184948681fc133,O,F9-2 F7-1,,,,,OVERRIDE:C-s6-4-trow-006,cells=3,Incomplete LOG_ONLY evaluation || LogOnlyEvalIncomplete > 0 || Calibration data is partial — extend the observation window
C-s6-4-trow-007,s6-4,trow,7,731,862b89785d50a62f18848454671f2039b753c72d,E,F5-2,M-update-gateway-risk,no,C-s3-1-numitem-005,,INHERIT:C-s3-1-numitem-005 (via M-update-gateway-risk),cells=3,Policy engine mode change || CloudTrail UpdateGateway event || Verify the change was authorized (Section 3.1 BP#5)
C-s7-1-prose-001,s7-1,prose,1,737,42aaee06722065f3b59f229d0608252d27e31964,O,F3-10,,,,,OVERRIDE:C-s7-1-prose-001,,**Threshold tuning workflow (LOG_ONLY → ENFORCE):** AWS recommends calibrating guardrail thresholds before enforcing.
C-s7-1-prose-002,s7-1,prose,2,737,bd1c41db3efb0e7dfc742f5fc4e8be7ef8f0abd1,E,F4-2,,,,,OVERRIDE:C-s7-1-prose-002,,(1) Set the policy engine to LOG_ONLY — decisions are logged to CloudWatch but nothing is blocked.
C-s7-1-prose-003,s7-1,prose,3,737,3bd8b92f9f2d2a7b5dabdc2be45215f4b53d66f2,O,F3-10,,,,,OVERRIDE:C-s7-1-prose-003,,(2) Run a golden test set or real production traffic through the gateway the policy engine is attached to.
C-s7-1-prose-004,s7-1,prose,4,737,eb88228dc71cb0eb5be91fc7b22033f5122da953,O,F3-10 F3-9,,,,,OVERRIDE:C-s7-1-prose-004,,"(3) Label results and use the confidence scores in the logs to build a confusion matrix, comparing precision/recall across candidate thresholds."
C-s7-1-prose-005,s7-1,prose,5,737,73bd3155a07ba5859d1c6254c94d51f6c7606b89,E,F4-1,M-default-deny-permit-gotcha,no,C-s3-1-quote-001,,OVERRIDE:C-s7-1-prose-005,,"(4) Once calibrated to your tolerance for false positives vs. missed detections, switch the engine to ENFORCE — and verify an explicit permit policy exists first (Section 3.1), or ENFORCE will block all traffic."
C-s7-1-prose-006,s7-1,prose,6,737,6011e655073593b482cefc7da2f8c019d2bdcbf5,O,F7-1,,,,,OVERRIDE:C-s7-1-prose-006,,Watch LogOnlyDecisionFlips: a sustained zero means promotion will not block current traffic.
C-s7-1-mermaid-001,s7-1,mermaid,1,739,3c213289938e515cf1dbe5cb55b1371019ed3b35,O,F3-10,,,,,TYPE:s7-1/mermaid,,"1. Engine = LOG_ONLY (nothing blocked, scores logged)"
C-s7-1-mermaid-002,s7-1,mermaid,2,739,57823a90b379c74436e716b899e401011556ac7d,O,F3-10,,,,,TYPE:s7-1/mermaid,,2. Run golden test set / production traffic
C-s7-1-mermaid-003,s7-1,mermaid,3,739,b7d58f97054be67d2e78cd0e3c4d9b7480bde0db,O,F3-10,,,,,TYPE:s7-1/mermaid,,3. Build confusion matrix from logged ConfidenceScores; compare candidate thresholds
C-s7-1-mermaid-004,s7-1,mermaid,4,739,044bdd542bb2c3512310e9a1527f4f88b67bdfd3,O,F3-10,,,,,TYPE:s7-1/mermaid,,LogOnlyDecisionFlips sustained at zero?
C-s7-1-mermaid-005,s7-1,mermaid,5,739,f9fbf499a2e05d172632f24d02862e2b9df8bd46,O,F3-10,,,,,TYPE:s7-1/mermaid,,No — tune threshold
C-s7-1-mermaid-006,s7-1,mermaid,6,739,6411c932cefe2de500aee5630d42faeb949565ba,E,F4-1 F1-3,M-default-deny-permit-gotcha,no,C-s3-1-quote-001,,INHERIT:C-s3-1-quote-001 (via M-default-deny-permit-gotcha),,4. Verify explicit permit policy exists
C-s7-1-mermaid-007,s7-1,mermaid,7,739,5397e0583f14f6c88de06b1ef28f460a1fb5b0ae,O,F3-10,,,,,TYPE:s7-1/mermaid,,Yes
C-s7-1-mermaid-008,s7-1,mermaid,8,739,acd51f86d76f375a663e5cabe875af42706e7d40,O,F3-10,,,,,TYPE:s7-1/mermaid,,Switch engine to ENFORCE
C-s7-1-thead-001,s7-1,thead,1,749,3f8ca7fef743121bd61a039a27013ba69ff00a59,D,,,,,"Table header row — column labels, not a proposition. The claims live in the body rows.",TYPE:*/thead,cells=3,**#** || **Principle** || **Rationale**
C-s7-1-trow-001,s7-1,trow,1,751,b43d55271fb2d6ed3a7994b338183239b032d624,N,,,,,"Design principle: a prescription, not a proposition. Operationalized where it makes a measurable prediction (principles 2 and 3, see OVERRIDES).",TYPE:s7-1/trow,cells=3,"1 || **Layer guardrails by risk, not by feature** || Not every checkpoint needs every policy. Match guardrail scope to the actual risk at each hop."
C-s7-1-trow-002,s7-1,trow,2,752,a897ea8dbc3c9a9174b9910fb3fe28f2c18e3868,S,F10-1 F6-9,M-billing-asymmetry,no,C-s3-2-bullet-002-a,,OVERRIDE:C-s7-1-trow-002,cells=3,2 || **Fail fast at the outermost layer** || Block obviously harmful content at the Gateway (Hop #1) to avoid unnecessary downstream processing — and note the billing asymmetry: input blocks avoid model-inference charges entirely; output blocks do not.
C-s7-1-trow-003,s7-1,trow,3,753,2f42651bad42b1047c5b5e8467939f808511bb69,S,F2-1 F2-2 F2-3 F2-4,M-guardrails-nondeterministic,no,C-s3-1-bullet-013,,OVERRIDE:C-s7-1-trow-003,cells=3,3 || **Use deterministic controls for authorization** || Cedar Policy (Hop #4) is faster and more reliable than guardrails for tool-level access control. Guardrails are non-deterministic by AWS's own documentation; Cedar is deterministic and fail-secure (timeout → DENY).
C-s7-1-trow-004,s7-1,trow,4,754,aa9da82141ec84daff72d78aa46e05c7e99faec1,N,,,,,"Design principle: a prescription, not a proposition. Operationalized where it makes a measurable prediction (principles 2 and 3, see OVERRIDES).",TYPE:s7-1/trow,cells=3,4 || **Monitor every hop independently** || End-to-end latency hides which hop is degrading. Use distributed tracing spans and per-hop metrics (Section 6.2) for each checkpoint.
C-s7-1-trow-005,s7-1,trow,5,755,2a307a7ad616f2aa5297ad340b4ec14c609b3784,N,,,,,"Design principle: a prescription, not a proposition. Operationalized where it makes a measurable prediction (principles 2 and 3, see OVERRIDES).",TYPE:s7-1/trow,cells=3,"5 || **Deduplicate policies across layers** || If Gateway Guardrails handle prompt attacks, don't repeat the same check at the model level — but only after confirming Regional availability (Hop #1) and input tagging (Hop #2) so deduplication doesn't create a gap."
C-s7-1-trow-006,s7-1,trow,6,756,ab825103c12f29781bc36f2cd11d924f3b048c38,N,,,,,"Design principle: a prescription, not a proposition. Operationalized where it makes a measurable prediction (principles 2 and 3, see OVERRIDES).",TYPE:s7-1/trow,cells=3,6 || **Batch for high-throughput** || Use content-array batching for ApplyGuardrail API calls. Treat caching as a last resort with strict constraints (Section 3.3 BP#1).
C-s7-1-trow-007,s7-1,trow,7,757,dc80bfb85c50f4751b986242b3dd9fec7ef1a064,N,,,,,"Design principle: a prescription, not a proposition. Operationalized where it makes a measurable prediction (principles 2 and 3, see OVERRIDES).",TYPE:s7-1/trow,cells=3,7 || **Set latency budgets per hop** || Define acceptable latency for each checkpoint and alert when exceeded.
C-s7-2-thead-001,s7-2,thead,1,761,d01ae504c728d2675c8c0242b5ef1edcd7b644ba,D,,,,,"Table header row — column labels, not a proposition. The claims live in the body rows.",TYPE:*/thead,cells=3,**Anti-Pattern** || **Problem** || **Recommendation**
C-s7-2-trow-001,s7-2,trow,1,763,5fa14e1b1418bba2c63874f0aa1a6ee3794b099a,E,F4-1 F3-2,,,,,TYPE:s7-2/trow,cells=3,**Enabling ALL guardrail policies at EVERY hop** || Excessive latency accumulation || Apply minimum necessary policies per hop
C-s7-2-trow-002,s7-2,trow,2,764,57d4b143a8df371f994c0504eb1bb1991aae381b,S,F2-2 F2-3 F2-4,M-guardrails-nondeterministic,no,C-s3-1-bullet-013,,INHERIT:C-s3-1-bullet-013 (via M-guardrails-nondeterministic),cells=3,"Using guardrails for tool authorization || Probabilistic, can be bypassed via prompt injection || Use Cedar Policy for deterministic authorization"
C-s7-2-trow-003,s7-2,trow,3,765,cc54a7a9f73ef0caefdd28ae16f20fef05bde066,E,F4-1 F1-3,M-default-deny-permit-gotcha,no,C-s3-1-quote-001,,INHERIT:C-s3-1-quote-001 (via M-default-deny-permit-gotcha),cells=3,**Guardrail-only policy set in ENFORCE mode** || Default-deny blocks ALL traffic without an explicit permit || Always include a baseline permit policy (Section 3.1)
C-s7-2-trow-004,s7-2,trow,4,766,65da87be17646d2b7df751dc111c4970cff76559,E,F4-1 F3-2,,,,,TYPE:s7-2/trow,cells=3,**No observability instrumentation** || Cannot identify latency bottlenecks || Enable full distributed tracing from day one
C-s7-2-trow-005,s7-2,trow,5,767,dd092557ad7b6227b57f7412649e28c6bb213909,E,F4-1 F3-2,,,,,TYPE:s7-2/trow,cells=3,Same guardrail thresholds for all content || Over-blocking legitimate content or under-blocking harmful content || Tune thresholds per hop and content type
C-s7-2-trow-006,s7-2,trow,6,768,50f931fdc7b0b00b21fbc22c7d461ef88ce2ff91,E,F4-1 F3-2,,,,,TYPE:s7-2/trow,cells=3,**Ignoring guardrail throttling** || Silent failures under load || Monitor InvocationThrottles and implement retry/backoff
C-s7-2-trow-007,s7-2,trow,7,769,cb0c6a3ac6a54cb7e42867df3c2068b9dc646502,E,F4-1 F3-2,,,,,TYPE:s7-2/trow,cells=3,Skipping guardrails on external-content tools || Tool responses are the primary indirect-prompt-injection vector || Apply prompt-attack + content guardrails to untrusted tool outputs (Section 4.2)
C-s7-2-trow-008,s7-2,trow,8,770,442f9acfeb2bf6e26948f2aa7b18db374cbef006,S,F8-2,M-tier-language-ineffective,no,C-s3-4-bullet-001-a,,INHERIT:C-s3-4-bullet-001-a (via M-tier-language-ineffective),cells=3,"Classic-tier guardrails on non-EN/FR/ES traffic || ""Guardrails are ineffective with languages that aren't supported"" || Use Standard tier (and plan for its cross-Region inference requirement)"
C-s7-2-trow-009,s7-2,trow,9,771,2c2d6b1a2107a6fa084c71caf4f5483f88462a50,E,F4-1 F3-2,,,,,TYPE:s7-2/trow,cells=3,"Manual prompt optimization only || Slow, inconsistent, not evidence-based || Use AgentCore Optimization for automated improvement"
C-s7-3-thead-001,s7-3,thead,1,775,62b4729ba8d880f6701c0160578bab8ac17367cd,D,,,,,"Table header row — column labels, not a proposition. The claims live in the body rows.",TYPE:*/thead,cells=3,**Hop** || **Recommended Policies** || **Rationale**
C-s7-3-trow-001,s7-3,trow,1,777,ff3c4ea4cadd7ecec7aa73a442e854d45367b163,N,,,,,Recommended guardrail distribution: a configuration recommendation. The underlying capabilities are tested by F1/F3; whether this particular distribution is 'recommended' is a value judgement.,TYPE:s7-3/trow,cells=3,"**Gateway (Input)** || Prompt Attack (HIGH threshold), Content Filter (MEDIUM) || Fast early blocking of obvious threats"
C-s7-3-trow-002,s7-3,trow,2,778,d7f2dca9993797cd7dde36515a5ab1290383e631,S,F5-6,M-prompt-attack-input-tagging,no,C-s3-2-bullet-008-a,,INHERIT:C-s3-2-bullet-008-a (via M-prompt-attack-input-tagging),cells=3,"**Bedrock Guardrails (Input)** || Denied Topics, Sensitive Info, Content Filter (fine-grained), Prompt Attack (with input tagging) || Comprehensive input safety after gateway filter"
C-s7-3-trow-003,s7-3,trow,3,779,4f5f95404ebe8eaa07496c74d7d13e53dbb5de17,N,,,,,Recommended guardrail distribution: a configuration recommendation. The underlying capabilities are tested by F1/F3; whether this particular distribution is 'recommended' is a value judgement.,TYPE:s7-3/trow,cells=3,"**Cedar Policy (Tool Auth)** || Tool-level allow/deny, parameter validation || Deterministic authorization — no ML overhead"
C-s7-3-trow-004,s7-3,trow,4,780,9b94ed854f1a2acc53bebebab70052ea3ba5e7c5,N,,,,,Recommended guardrail distribution: a configuration recommendation. The underlying capabilities are tested by F1/F3; whether this particular distribution is 'recommended' is a value judgement.,TYPE:s7-3/trow,cells=3,**Tool I/O Guardrails** || Sensitive Info (PII on tool responses); Prompt Attack on external/untrusted tool responses || Prevent data leakage and indirect prompt injection from tool outputs
C-s7-3-trow-005,s7-3,trow,5,781,4d8729ac1adba83e71eb3943bccb4a9283cfb072,N,,,,,Recommended guardrail distribution: a configuration recommendation. The underlying capabilities are tested by F1/F3; whether this particular distribution is 'recommended' is a value judgement.,TYPE:s7-3/trow,cells=3,"**Bedrock Guardrails (Output)** || Content Filter, Sensitive Info, Contextual Grounding (within its character limits) || Final safety check before user sees response"
C-s8-checkitem-001,s8,checkitem,1,787,90d98ac29be291d87df38c512b7374e39d635af3,N,,,,,"Implementation-checklist step: an instruction to the reader. Testable checklist items are overridden individually; the rest are procedural (create a dashboard, write a runbook) and have no truth value.",TYPE:s8/checkitem,,Create Bedrock Guardrail resources (with per-direction input/output settings)
C-s8-checkitem-002,s8,checkitem,2,788,f5f6218544cc8dcdf14d7e6fa03e115deb29b0c7,S,F8-2 F8-3,M-tier-language-ineffective,no,C-s3-4-bullet-001-a,,OVERRIDE:C-s8-checkitem-002,,**Verify tier vs. traffic language** (Section 3.4): non-EN/FR/ES traffic REQUIRES Standard tier — Classic is silently ineffective; confirm data-residency allows Standard's mandatory cross-Region inference
C-s8-checkitem-003,s8,checkitem,3,789,f3c8df6847722ab1755eca212eb95cba7aae3369,C,F8-1,,,,,OVERRIDE:C-s8-checkitem-003,,Set up AgentCore Gateway with Policy Engine — confirm Guardrails-in-policy is available in your Region
C-s8-checkitem-004,s8,checkitem,4,790,fe4d2055b0ea33438035a2401bebeabdf75ca02b,E,F4-1 F1-3,M-default-deny-permit-gotcha,no,C-s3-1-quote-001,,OVERRIDE:C-s8-checkitem-004,,"**Write an explicit baseline permit policy BEFORE enabling ENFORCE** (default-deny gotcha, Section 3.1)"
C-s8-checkitem-005,s8,checkitem,5,791,fefbdde7162f5474d1d1759fcc8a19f92b41845c,N,,,,,"Implementation-checklist step: an instruction to the reader. Testable checklist items are overridden individually; the rest are procedural (create a dashboard, write a runbook) and have no truth value.",TYPE:s8/checkitem,,Define Cedar policies for tool authorization
C-s8-checkitem-006,s8,checkitem,6,792,1dc9231e340379eb80e441250695d1e634c7bf9d,C,F1-19,,,,,OVERRIDE:C-s8-checkitem-006,,Configure guardrails in Gateway Policy (Cedar `when guardrails` conditions — thresholds are mandatory in hand-written policies)
C-s8-checkitem-007,s8,checkitem,7,793,a7bdf158aa07a9ba192eb57c46ba164641b6bc5d,S,F5-6,M-prompt-attack-input-tagging,no,C-s3-2-bullet-008-a,,OVERRIDE:C-s8-checkitem-007,,Configure input tagging (with random `tagSuffix`) wherever prompt-attack filtering is expected at the model layer
C-s8-checkitem-008,s8,checkitem,8,794,33a5c9cb5d5a92e0acbca472564cc28c07a3c48b,N,,,,,"Implementation-checklist step: an instruction to the reader. Testable checklist items are overridden individually; the rest are procedural (create a dashboard, write a runbook) and have no truth value.",TYPE:s8/checkitem,,"Apply network containment (Section 4.5): Runtime VPC mode with egress allowlist, Code Interpreter Sandbox/VPC mode + DNS Firewall, VPC condition keys on deployment IAM; check the PrivateLink matrix if in a private network"
C-s8-checkitem-009,s8,checkitem,9,795,86b20c2fff8d9354e24305fe1df42476423cef04,O,F7-5,M-transaction-search-prereq,no,C-s4-3-numitem-002,,OVERRIDE:C-s8-checkitem-009,,"Enable CloudWatch Transaction Search, then AgentCore Observability tracing"
C-s8-checkitem-010,s8,checkitem,10,796,8ae357248e08a0c05b843df17cb67ba5cd617c4a,N,,,,,"Implementation-checklist step: an instruction to the reader. Testable checklist items are overridden individually; the rest are procedural (create a dashboard, write a runbook) and have no truth value.",TYPE:s8/checkitem,,Instrument agent code with ADOT SDK for custom spans
C-s8-checkitem-011,s8,checkitem,11,800,4adde3e3440e74be4cd3f4750d89f5f4378c2d9c,N,,,,,"Implementation-checklist step: an instruction to the reader. Testable checklist items are overridden individually; the rest are procedural (create a dashboard, write a runbook) and have no truth value.",TYPE:s8/checkitem,,"Create CloudWatch dashboard with hop-by-hop latency metrics (GuardrailLatency, InvocationLatency, guardrailProcessingLatency)"
C-s8-checkitem-012,s8,checkitem,12,801,3194e791d0d3a38794c201d790492998469db366,E,F5-2,M-update-gateway-risk,no,C-s3-1-numitem-005,,INHERIT:C-s3-1-numitem-005 (via M-update-gateway-risk),,"Set up alarms for each latency checkpoint, plus LogOnlyEvalIncomplete and UpdateGateway configuration changes"
C-s8-checkitem-013,s8,checkitem,13,802,39e473fe8fac12267150d3ec906f14af334e2e05,O,F7-3 F10-2,,,,,OVERRIDE:C-s8-checkitem-013,,"Configure guardrail-specific metrics monitoring (invocation count, latency, throttles, InvocationsIntervened, TextUnitCount)"
C-s8-checkitem-014,s8,checkitem,14,803,c7944e79fc83f30f8bfeebad64ad9526cc8d12e2,N,,,,,"Implementation-checklist step: an instruction to the reader. Testable checklist items are overridden individually; the rest are procedural (create a dashboard, write a runbook) and have no truth value.",TYPE:s8/checkitem,,Enable distributed tracing across all agent components
C-s8-checkitem-015,s8,checkitem,15,804,55a3ac020c6abdea04b8d2b143a8eaa400b7f5d4,N,,,,,"Implementation-checklist step: an instruction to the reader. Testable checklist items are overridden individually; the rest are procedural (create a dashboard, write a runbook) and have no truth value.",TYPE:s8/checkitem,,Create operational runbook for latency spike investigation
C-s8-prose-003,s8,prose,3,806,f86d2aa81ec0938b7293031586d4b435a5131727,D,,,,,"Checklist phase label ('Phase 1: Foundation' and similar). An organizing heading for the checklist below it, not a claim; the checklist items themselves are triaged individually, and the testable ones are overridden to E/S/C/O.",TYPE:s8/prose,,**Phase 3: Optimization**
C-s8-checkitem-016,s8,checkitem,16,808,c9e21a643bdf68dc000f842c4fb2aa7a0cde5460,N,,,,,"Implementation-checklist step: an instruction to the reader. Testable checklist items are overridden individually; the rest are procedural (create a dashboard, write a runbook) and have no truth value.",TYPE:s8/checkitem,,Enable AgentCore Evaluations (online mode) for continuous quality assessment — verify PrivateLink posture first if in a private network (Section 5.3 BP#6)
C-s8-checkitem-017,s8,checkitem,17,809,2e9b5e725e0c18ca172b39f96e321d6d0ccc58af,N,,,,,"Implementation-checklist step: an instruction to the reader. Testable checklist items are overridden individually; the rest are procedural (create a dashboard, write a runbook) and have no truth value.",TYPE:s8/checkitem,,Establish baseline latency measurements for each hop
